version,m,n,j,RT_j,gaps,steps,μs,r1,r1,r1,r2,r2,r2,r3,r3,r3,r4,r4,r4,r5,r5,r5,r6,r6,r6,r7,r7,r7
gap_enum1,47,7,6,11,2,10,2,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,6,11,1,4,2,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,47,7,5,19,3,22,3,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,5,19,1,7,2,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,47,7,4,24,4,35,3,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,4,24,1,10,2,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,47,7,3,32,6,80,4,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,3,32,1,17,2,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,47,7,2,40,7,104,5,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,2,40,1,20,3,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,47,7,1,-1,9,158,6,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum2,47,7,1,-1,1,26,3,0,6,55,0,8,52,0,8,50,0,5,48,0,8,45,0,4,44,0,7,41
gap_enum1,48,7,7,6,1,1,2,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,7,6,1,1,2,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,6,10,3,10,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,6,10,2,5,2,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,5,19,4,33,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,5,19,2,12,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,4,23,5,44,4,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,4,23,2,16,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,3,31,6,80,4,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,3,31,2,26,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,2,38,7,96,5,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,2,38,2,30,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,48,7,1,45,8,146,6,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum2,48,7,1,45,2,40,3,0,7,59,0,7,58,0,8,58,0,4,57,0,9,57,0,4,56,0,6,49
gap_enum1,49,7,7,5,1,1,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,7,5,1,1,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,6,12,2,10,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,6,12,1,4,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,5,21,3,22,3,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,5,21,1,7,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,4,28,4,31,3,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,4,28,1,9,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,3,33,5,43,4,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,3,33,1,11,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,2,41,6,84,5,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,2,41,1,16,2,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,49,7,1,-1,8,144,6,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum2,49,7,1,-1,1,22,3,0,5,53,0,8,46,0,5,44,0,7,44,0,9,44,0,7,43,0,5,42
gap_enum1,50,7,7,9,1,1,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,7,9,1,1,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,50,7,6,18,2,4,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,6,18,1,3,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,50,7,5,25,3,22,3,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,5,25,1,7,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,50,7,4,33,4,38,3,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,4,33,1,10,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,50,7,3,41,5,59,4,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,3,41,1,13,2,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,50,7,2,-1,7,108,5,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum2,50,7,2,-1,1,19,3,0,5,58,0,7,58,0,8,52,0,8,50,0,7,48,0,9,46,0,9,46
gap_enum1,51,7,7,8,1,1,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,7,8,1,1,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,51,7,6,12,2,10,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,6,12,1,4,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,51,7,5,18,4,33,3,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,5,18,1,11,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,51,7,4,26,5,53,4,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,4,26,1,14,2,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,51,7,3,35,7,91,5,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,3,35,1,21,3,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,51,7,2,-1,8,122,6,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum2,51,7,2,-1,1,23,3,0,7,59,0,9,58,0,9,56,0,8,53,0,6,52,0,4,46,0,8,42
gap_enum1,52,7,7,4,1,1,2,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,7,4,1,1,2,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,6,9,3,10,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,6,9,2,5,2,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,5,16,4,33,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,5,16,2,12,2,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,4,24,5,48,4,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,4,24,2,19,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,3,28,7,91,5,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,3,28,2,32,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,2,32,8,124,6,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,2,32,2,39,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,52,7,1,36,9,160,6,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum2,52,7,1,36,2,46,3,0,4,59,0,4,58,0,4,55,0,8,53,0,7,50,0,5,48,0,4,41
gap_enum1,53,7,7,6,1,1,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,7,6,1,1,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,6,14,2,10,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,6,14,1,4,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,5,23,3,22,3,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,5,23,1,7,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,4,32,4,35,3,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,4,32,1,10,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,3,37,6,80,5,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,3,37,1,17,4,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,2,45,7,109,5,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,2,45,1,20,2,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,53,7,1,-1,8,129,6,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum2,53,7,1,-1,1,21,3,0,6,57,0,8,57,0,5,54,0,9,53,0,9,52,0,8,48,0,6,47
gap_enum1,54,7,7,5,1,1,2,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,7,5,1,1,2,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,6,12,3,10,3,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,6,12,2,5,2,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,5,20,5,33,4,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,5,20,3,16,3,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,4,26,6,45,4,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,4,26,3,20,3,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,3,34,7,91,5,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,3,34,3,37,4,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,2,39,8,124,6,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,2,39,3,46,3,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,54,7,1,-1,9,141,6,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum2,54,7,1,-1,3,48,4,0,4,59,0,5,59,0,8,58,0,6,55,0,8,55,0,7,47,0,5,40
gap_enum1,55,7,7,8,1,1,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,7,8,1,1,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,55,7,6,14,2,10,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,6,14,1,4,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,55,7,5,22,3,22,3,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,5,22,1,7,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,55,7,4,31,5,53,4,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,4,31,1,14,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,55,7,3,36,6,80,4,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,3,36,1,17,2,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,55,7,2,-1,7,108,5,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum2,55,7,2,-1,1,19,3,0,9,57,0,8,55,0,5,54,0,9,53,0,8,47,0,6,44,0,8,42
gap_enum1,56,7,7,5,1,1,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,7,5,1,1,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,6,13,2,7,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,6,13,1,4,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,5,20,4,33,3,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,5,20,1,11,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,4,26,5,53,4,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,4,26,1,14,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,3,33,6,80,4,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,3,33,1,17,2,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,2,39,7,109,5,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,2,39,1,20,3,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,56,7,1,-1,9,158,7,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum2,56,7,1,-1,1,26,3,0,4,59,0,6,54,0,7,53,0,6,50,0,7,49,0,8,47,0,5,42
gap_enum1,57,7,7,6,1,1,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,7,6,1,1,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,57,7,6,11,2,10,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,6,11,1,4,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,57,7,5,20,3,22,3,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,5,20,1,7,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,57,7,4,29,5,53,4,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,4,29,1,14,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,57,7,3,35,6,80,4,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,3,35,1,17,2,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,57,7,2,-1,7,108,5,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum2,57,7,2,-1,1,19,3,0,6,56,0,9,50,0,6,49,0,9,48,0,9,43,0,5,42,0,6,41
gap_enum1,58,7,7,4,1,1,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,7,4,1,1,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,6,8,2,10,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,6,8,1,4,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,5,17,4,28,3,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,5,17,1,11,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,4,25,6,62,4,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,4,25,1,18,2,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,3,33,7,78,5,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,3,33,1,20,3,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,2,37,8,124,6,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,2,37,1,24,3,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,58,7,1,-1,9,158,6,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum2,58,7,1,-1,1,26,3,0,8,55,0,4,51,0,8,50,0,8,50,0,9,48,0,4,42,0,4,40
gap_enum1,59,7,7,9,1,1,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,7,9,1,1,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,59,7,6,13,2,4,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,6,13,1,3,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,59,7,5,22,3,22,3,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,5,22,1,7,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,59,7,4,31,4,38,3,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,4,31,1,10,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,59,7,3,40,6,75,4,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,3,40,1,17,2,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,59,7,2,-1,7,90,5,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum2,59,7,2,-1,1,18,3,0,4,55,0,4,55,0,9,55,0,9,50,0,9,45,0,4,42,0,9,42
gap_enum1,60,7,7,4,1,1,2,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,7,4,1,1,2,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,6,8,3,10,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,6,8,2,5,2,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,5,17,4,33,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,5,17,2,12,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,4,25,5,48,4,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,4,25,2,19,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,3,33,7,91,5,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,3,33,2,32,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,2,41,8,109,5,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,2,41,2,36,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,60,7,1,-1,8,151,6,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum2,60,7,1,-1,1,41,3,0,8,59,0,8,53,0,8,53,0,8,51,0,9,48,0,4,47,0,4,41
gap_enum1,61,7,7,7,1,1,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum2,61,7,7,7,1,1,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum1,61,7,6,16,2,10,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum2,61,7,6,16,1,4,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum1,61,7,5,25,4,33,3,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum2,61,7,5,25,1,11,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum1,61,7,4,33,5,44,4,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum2,61,7,4,33,1,13,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum1,61,7,3,-1,6,78,5,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum2,61,7,3,-1,1,16,2,0,6,56,0,6,56,0,9,53,0,8,49,0,9,49,0,9,43,0,7,41
gap_enum1,62,7,7,8,1,1,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,7,8,1,1,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,6,17,2,10,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,6,17,1,4,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,5,21,3,22,3,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,5,21,1,7,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,4,25,4,38,3,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,4,25,1,10,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,3,29,6,80,5,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,3,29,1,17,2,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,2,37,7,109,5,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,2,37,1,20,3,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,62,7,1,-1,9,158,6,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum2,62,7,1,-1,1,26,3,0,7,58,0,8,54,0,4,50,0,4,47,0,4,42,0,9,41,0,8,40
gap_enum1,63,7,7,6,1,1,2,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,7,6,1,1,2,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum1,63,7,6,12,3,10,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,6,12,2,5,2,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum1,63,7,5,16,4,33,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,5,16,2,12,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum1,63,7,4,21,5,48,4,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,4,21,2,19,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum1,63,7,3,25,7,91,7,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,3,25,2,32,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum1,63,7,2,34,8,124,6,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
gap_enum2,63,7,2,34,2,39,3,0,4,59,0,9,58,0,4,57,0,5,56,0,4,55,0,6,50,0,6,42
