version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5,r6,c6,j6,r7,c7,j7
gap_enum1,102,7,3,33,5,59,10,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum2,102,7,3,33,1,21,5,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum1,102,7,2,38,6,73,12,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum2,102,7,2,38,1,24,5,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum1,102,7,1,-1,9,158,17,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum2,102,7,1,-1,1,36,6,0,7,56,0,5,45,0,8,45,0,6,43,0,9,43,0,4,42,0,6,42
gap_enum1,103,7,7,7,1,1,5,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,7,7,1,1,5,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,6,15,2,10,6,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,6,15,1,6,5,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,5,19,3,22,8,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,5,19,1,11,5,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,4,25,4,35,9,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,4,25,1,16,5,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,3,30,6,80,12,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,3,30,1,24,6,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,2,35,7,109,14,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,2,35,1,29,6,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,103,7,1,41,9,160,16,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum2,103,7,1,41,1,35,6,0,6,59,0,5,55,0,5,51,0,6,50,0,4,49,0,8,44,0,7,43
gap_enum1,104,7,7,8,1,1,5,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,7,8,1,1,5,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,104,7,6,17,2,10,6,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,6,17,1,6,5,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,104,7,5,26,3,22,8,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,5,26,1,11,5,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,104,7,4,34,5,53,10,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,4,34,1,19,5,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,104,7,3,39,6,69,12,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,3,39,1,22,6,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,104,7,2,-1,7,108,14,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum2,104,7,2,-1,1,30,6,0,5,54,0,9,53,0,5,50,0,8,50,0,9,44,0,9,42,0,8,40
gap_enum1,105,7,7,8,1,1,5,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,7,8,1,1,5,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,105,7,6,17,2,10,6,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,6,17,1,6,5,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,105,7,5,25,3,17,7,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,5,25,1,9,5,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,105,7,4,32,4,38,9,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,4,32,1,16,5,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,105,7,3,41,6,80,12,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,3,41,1,24,6,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,105,7,2,-1,7,108,18,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum2,105,7,2,-1,1,30,6,0,5,59,0,9,59,0,9,54,0,7,50,0,8,46,0,9,46,0,8,44
gap_enum1,106,7,7,8,1,1,5,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,7,8,1,1,5,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,106,7,6,15,2,10,6,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,6,15,1,6,5,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,106,7,5,23,3,22,7,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,5,23,1,11,5,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,106,7,4,30,5,53,10,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,4,30,1,19,6,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,106,7,3,37,6,69,11,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,3,37,1,22,5,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,106,7,2,-1,7,84,13,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum2,106,7,2,-1,1,26,6,0,5,58,0,6,53,0,7,53,0,7,53,0,8,48,0,7,46,0,8,41
gap_enum1,107,7,7,5,1,1,5,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,7,5,1,1,5,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,6,9,2,10,6,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,6,9,1,6,5,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,5,15,5,33,9,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,5,15,2,13,6,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,4,20,6,45,11,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,4,20,2,16,6,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,3,25,7,60,12,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,3,25,2,19,6,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,2,31,8,124,15,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,2,31,2,31,7,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,107,7,1,38,9,160,17,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum2,107,7,1,38,2,37,7,0,7,58,0,6,56,0,5,55,0,5,55,0,6,55,0,4,46,0,5,44
gap_enum1,108,7,7,8,1,1,5,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,7,8,1,1,5,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,6,15,2,4,6,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,6,15,1,4,5,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,5,19,3,11,7,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,5,19,1,7,5,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,4,23,5,53,10,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,4,23,1,19,6,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,3,31,6,80,12,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,3,31,1,24,6,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,2,35,8,124,15,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,2,35,1,30,6,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,108,7,1,39,9,160,16,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum2,108,7,1,39,1,35,6,0,4,58,0,4,56,0,8,54,0,4,50,0,4,40,0,7,40,0,8,40
gap_enum1,109,7,7,8,1,1,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,7,8,1,1,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,109,7,6,17,2,10,6,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,6,17,1,6,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,109,7,5,22,3,19,8,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,5,22,1,11,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,109,7,4,28,5,53,11,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,4,28,1,19,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,109,7,3,36,6,80,12,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,3,36,1,24,5,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,109,7,2,-1,7,95,13,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum2,109,7,2,-1,1,28,6,0,7,55,0,6,53,0,8,53,0,6,50,0,5,48,0,9,43,0,8,40
gap_enum1,110,7,7,7,1,1,5,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,7,7,1,1,5,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,6,13,2,10,7,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,6,13,1,6,5,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,5,18,3,22,8,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,5,18,1,11,5,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,4,23,5,53,10,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,4,23,1,19,5,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,3,32,7,91,13,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,3,32,1,25,6,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,2,40,8,124,15,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,2,40,1,30,6,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,110,7,1,-1,9,141,16,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum2,110,7,1,-1,1,34,6,0,6,58,0,8,58,0,9,56,0,5,50,0,5,46,0,6,45,0,7,41
gap_enum1,111,7,7,7,1,1,5,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,7,7,1,1,5,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,6,13,2,10,7,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,6,13,1,6,5,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,5,19,3,22,8,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,5,19,1,11,5,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,4,27,5,48,10,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,4,27,1,19,5,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,3,33,7,91,13,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,3,33,1,25,6,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,2,39,8,124,14,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,2,39,1,30,6,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,111,7,1,-1,9,153,16,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum2,111,7,1,-1,1,36,6,0,5,59,0,6,58,0,6,57,0,8,53,0,6,42,0,6,41,0,7,40
gap_enum1,112,7,7,9,1,1,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,7,9,1,1,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,112,7,6,17,2,10,7,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,6,17,1,6,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,112,7,5,25,3,19,8,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,5,25,1,11,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,112,7,4,32,5,53,10,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,4,32,1,19,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,112,7,3,39,6,80,12,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,3,39,1,24,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,112,7,2,-1,7,108,13,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum2,112,7,2,-1,1,30,5,0,7,57,0,4,56,0,7,53,0,7,52,0,8,51,0,8,44,0,9,42
gap_enum1,113,7,7,9,1,1,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,7,9,1,1,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,113,7,6,17,2,10,6,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,6,17,1,6,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,113,7,5,22,3,22,8,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,5,22,1,11,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,113,7,4,29,4,38,9,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,4,29,1,16,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,113,7,3,38,5,56,10,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,3,38,1,21,5,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,113,7,2,-1,7,108,13,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum2,113,7,2,-1,1,30,6,0,5,54,0,8,50,0,9,49,0,7,44,0,5,42,0,8,41,0,9,40
gap_enum1,114,7,7,4,1,1,5,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,7,4,1,1,5,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,114,7,6,13,2,10,6,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,6,13,1,6,3,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,114,7,5,22,3,19,5,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,5,22,1,11,3,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,114,7,4,30,4,28,6,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,4,30,1,14,3,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,114,7,3,38,6,80,8,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,3,38,1,24,4,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,114,7,2,-1,7,108,9,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum2,114,7,2,-1,1,30,4,0,7,59,0,9,57,0,8,53,0,8,49,0,9,49,0,9,48,0,4,45
gap_enum1,115,7,7,4,1,1,3,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,7,4,1,1,3,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,6,10,2,7,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,6,10,1,6,3,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,5,18,4,33,6,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,5,18,1,14,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,4,26,6,62,8,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,4,26,1,20,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,3,31,7,91,9,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,3,31,1,25,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,2,35,8,119,10,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,2,35,1,30,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,115,7,1,-1,10,170,13,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum2,115,7,1,-1,1,37,4,0,6,59,0,4,58,0,5,57,0,8,55,0,8,46,0,6,44,0,4,40
gap_enum1,116,7,7,4,1,1,3,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,7,4,1,1,3,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,116,7,6,13,3,10,5,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,6,13,2,7,4,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,116,7,5,21,4,21,6,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,5,21,2,10,4,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,116,7,4,28,5,53,7,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,4,28,2,19,8,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,116,7,3,37,6,80,8,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,3,37,2,25,4,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,116,7,2,-1,7,95,9,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum2,116,7,2,-1,2,30,4,0,9,58,0,8,55,0,9,55,0,7,53,0,8,48,0,9,48,0,4,40
gap_enum1,117,7,7,8,1,1,3,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,7,8,1,1,3,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,6,15,2,10,5,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,6,15,1,6,3,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,5,22,3,17,5,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,5,22,1,9,3,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,4,30,4,38,6,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,4,30,1,16,4,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,3,37,5,59,7,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,3,37,1,21,4,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,2,41,6,84,8,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,2,41,1,26,4,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,117,7,1,47,8,146,11,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum2,117,7,1,47,1,34,4,0,6,58,0,4,53,0,7,51,0,8,50,0,7,48,0,7,48,0,8,47
gap_enum1,118,7,7,6,1,1,3,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,7,6,1,1,3,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,118,7,6,13,2,10,4,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,6,13,1,6,3,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,118,7,5,21,4,33,6,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,5,21,1,14,4,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,118,7,4,28,5,53,7,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,4,28,1,19,4,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,118,7,3,35,6,80,8,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,3,35,1,24,4,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,118,7,2,-1,7,103,9,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum2,118,7,2,-1,1,30,4,0,9,55,0,8,54,0,7,51,0,7,49,0,8,48,0,7,43,0,6,41
gap_enum1,119,7,7,6,1,1,3,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum2,119,7,7,6,1,1,3,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum1,119,7,6,14,2,10,4,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum2,119,7,6,14,1,6,3,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum1,119,7,5,22,3,22,5,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum2,119,7,5,22,1,11,3,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum1,119,7,4,26,4,35,6,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
gap_enum2,119,7,4,26,1,16,3,0,5,58,0,9,58,0,9,51,0,4,47,0,8,46,0,8,42,0,6,41
