version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5,r6,c6,j6,r7,c7,j7
gapenum1,160,7,1,-1,8,139,5,0,7,52,0,5,45,0,6,43,0,4,42,0,8,42,0,4,41,0,8,40
gapenum2,160,7,1,-1,1,22,2,0,7,52,0,5,45,0,6,43,0,4,42,0,8,42,0,4,41,0,8,40
gapenum1,161,7,1,-1,9,158,5,0,7,58,0,7,57,0,4,56,0,8,56,0,8,54,0,4,45,0,4,41
gapenum2,161,7,1,-1,2,38,3,0,7,58,0,7,57,0,4,56,0,8,56,0,8,54,0,4,45,0,4,41
gapenum1,163,7,1,-1,9,158,5,0,6,56,0,6,55,0,9,51,0,4,49,0,7,49,0,4,47,0,9,42
gapenum2,163,7,1,-1,1,26,2,0,6,56,0,6,55,0,9,51,0,4,49,0,7,49,0,4,47,0,9,42
gapenum1,164,7,1,-1,9,141,5,0,6,58,0,6,58,0,6,55,0,5,52,0,4,51,0,6,46,0,9,41
gapenum2,164,7,1,-1,1,25,2,0,6,58,0,6,58,0,6,55,0,5,52,0,4,51,0,6,46,0,9,41
gapenum1,165,7,1,41,8,131,5,0,5,59,0,6,59,0,5,57,0,9,56,0,4,55,0,8,52,0,4,51
gapenum2,165,7,1,41,1,22,2,0,5,59,0,6,59,0,5,57,0,9,56,0,4,55,0,8,52,0,4,51
gapenum1,166,7,1,-1,8,139,5,0,8,56,0,9,52,0,4,51,0,6,51,0,4,48,0,6,47,0,8,42
gapenum2,166,7,1,-1,1,22,2,0,8,56,0,9,52,0,4,51,0,6,51,0,4,48,0,6,47,0,8,42
gapenum1,167,7,1,40,8,146,5,0,4,56,0,4,48,0,5,47,0,9,47,0,4,45,0,9,45,0,5,44
gapenum2,167,7,1,40,1,23,2,0,4,56,0,4,48,0,5,47,0,9,47,0,4,45,0,9,45,0,5,44
gapenum1,168,7,1,-1,9,158,5,0,7,58,0,7,54,0,7,47,0,5,45,0,5,44,0,8,43,0,4,42
gapenum2,168,7,1,-1,1,26,2,0,7,58,0,7,54,0,7,47,0,5,45,0,5,44,0,8,43,0,4,42
gapenum1,169,7,1,44,8,146,5,0,4,57,0,6,56,0,4,55,0,9,55,0,8,53,0,4,51,0,9,47
gapenum2,169,7,1,44,1,23,2,0,4,57,0,6,56,0,4,55,0,9,55,0,8,53,0,4,51,0,9,47
gapenum1,170,7,1,-1,8,144,5,0,5,51,0,5,44,0,6,44,0,7,44,0,6,43,0,7,42,0,6,41
gapenum2,170,7,1,-1,1,22,2,0,5,51,0,5,44,0,6,44,0,7,44,0,6,43,0,7,42,0,6,41
gapenum1,171,7,1,-1,10,151,5,0,5,59,0,5,59,0,9,47,0,5,46,0,5,46,0,5,46,0,7,40
gapenum2,171,7,1,-1,1,29,2,0,5,59,0,5,59,0,9,47,0,5,46,0,5,46,0,5,46,0,7,40
gapenum1,172,7,1,-1,8,151,5,0,5,57,0,8,54,0,9,53,0,6,51,0,5,44,0,4,41,0,9,41
gapenum2,172,7,1,-1,0,25,2,0,5,57,0,8,54,0,9,53,0,6,51,0,5,44,0,4,41,0,9,41
gapenum1,174,7,1,39,9,160,8,0,4,57,0,4,56,0,4,53,0,9,50,0,6,48,0,4,44,0,8,43
gapenum2,174,7,1,39,1,27,2,0,4,57,0,4,56,0,4,53,0,9,50,0,6,48,0,4,44,0,8,43
gapenum1,175,7,1,31,10,167,6,0,5,59,0,4,55,0,6,53,0,4,52,0,4,47,0,4,44,0,4,43
gapenum2,175,7,1,31,1,31,2,0,5,59,0,4,55,0,6,53,0,4,52,0,4,47,0,4,44,0,4,43
gapenum1,176,7,1,39,9,160,5,0,4,56,0,6,54,0,7,49,0,4,47,0,8,46,0,4,43,0,6,43
gapenum2,176,7,1,39,1,27,2,0,4,56,0,6,54,0,7,49,0,4,47,0,8,46,0,4,43,0,6,43
gapenum1,177,7,1,-1,9,158,5,0,8,59,0,4,55,0,5,54,0,9,52,0,6,50,0,8,49,0,7,41
gapenum2,177,7,1,-1,2,44,3,0,8,59,0,4,55,0,5,54,0,9,52,0,6,50,0,8,49,0,7,41
gapenum1,178,7,1,-1,8,144,5,0,6,55,0,8,50,0,5,48,0,5,43,0,7,43,0,6,41,0,9,41
gapenum2,178,7,1,-1,1,22,2,0,6,55,0,8,50,0,5,48,0,5,43,0,7,43,0,6,41,0,9,41
gapenum1,179,7,1,-1,9,158,5,0,6,57,0,4,53,0,4,50,0,9,43,0,9,42,0,4,41,0,9,40
gapenum2,179,7,1,-1,1,26,2,0,6,57,0,4,53,0,4,50,0,9,43,0,9,42,0,4,41,0,9,40
gapenum1,180,7,1,-1,9,158,5,0,8,59,0,6,58,0,8,56,0,8,56,0,4,55,0,8,50,0,4,41
gapenum2,180,7,1,-1,2,44,3,0,8,59,0,6,58,0,8,56,0,8,56,0,4,55,0,8,50,0,4,41
gapenum1,181,7,1,-1,9,158,5,0,6,59,0,5,56,0,5,55,0,5,53,0,8,53,0,8,49,0,7,42
gapenum2,181,7,1,-1,1,26,2,0,6,59,0,5,56,0,5,55,0,5,53,0,8,53,0,8,49,0,7,42
gapenum1,182,7,1,-1,9,158,5,0,7,59,0,8,53,0,4,51,0,9,49,0,4,46,0,9,46,0,6,41
gapenum2,182,7,1,-1,1,26,2,0,7,59,0,8,53,0,4,51,0,9,49,0,4,46,0,9,46,0,6,41
gapenum1,184,7,1,-1,9,141,5,0,5,56,0,6,56,0,6,54,0,6,50,0,9,46,0,5,45,0,7,43
gapenum2,184,7,1,-1,1,25,2,0,5,56,0,6,56,0,6,54,0,6,50,0,9,46,0,5,45,0,7,43
gapenum1,185,7,1,-1,10,170,6,0,6,59,0,6,51,0,9,48,0,5,44,0,4,42,0,7,42,0,4,40
gapenum2,185,7,1,-1,1,30,2,0,6,59,0,6,51,0,9,48,0,5,44,0,4,42,0,7,42,0,4,40
gapenum1,186,7,1,-1,8,144,5,0,9,57,0,4,54,0,8,54,0,4,53,0,7,50,0,7,49,0,9,43
gapenum2,186,7,1,-1,1,22,2,0,9,57,0,4,54,0,8,54,0,4,53,0,7,50,0,7,49,0,9,43
gapenum1,188,7,1,-1,9,158,5,0,9,58,0,5,54,0,8,51,0,6,48,0,8,48,0,6,47,0,7,41
gapenum2,188,7,1,-1,1,26,2,0,9,58,0,5,54,0,8,51,0,6,48,0,8,48,0,6,47,0,7,41
gapenum1,189,7,1,43,8,141,5,0,7,59,0,4,58,0,4,56,0,8,53,0,6,50,0,7,47,0,7,45
gapenum2,189,7,1,43,1,23,2,0,7,59,0,4,58,0,4,56,0,8,53,0,6,50,0,7,47,0,7,45
gapenum1,194,7,1,-1,9,158,5,0,4,59,0,4,58,0,8,58,0,9,56,0,8,54,0,7,46,0,7,44
gapenum2,194,7,1,-1,1,26,2,0,4,59,0,4,58,0,8,58,0,9,56,0,8,54,0,7,46,0,7,44
gapenum1,195,7,1,-1,9,153,5,0,9,58,0,9,55,0,7,52,0,8,47,0,5,46,0,4,43,0,7,42
gapenum2,195,7,1,-1,1,26,2,0,9,58,0,9,55,0,7,52,0,8,47,0,5,46,0,4,43,0,7,42
gapenum1,196,7,1,-1,9,158,5,0,8,59,0,6,58,0,6,58,0,9,58,0,8,50,0,4,49,0,5,43
gapenum2,196,7,1,-1,2,44,3,0,8,59,0,6,58,0,6,58,0,9,58,0,8,50,0,4,49,0,5,43
gapenum1,197,7,1,42,9,155,5,0,9,56,0,8,54,0,5,52,0,7,52,0,4,49,0,4,43,0,5,43
gapenum2,197,7,1,42,1,27,2,0,9,56,0,8,54,0,5,52,0,7,52,0,4,49,0,4,43,0,5,43
gapenum1,198,7,1,-1,8,151,5,0,7,59,0,9,54,0,5,53,0,7,51,0,9,51,0,6,47,0,5,41
gapenum2,198,7,1,-1,1,41,2,0,7,59,0,9,54,0,5,53,0,7,51,0,9,51,0,6,47,0,5,41
gapenum1,199,7,1,-1,7,136,5,0,6,51,0,6,50,0,9,50,0,9,48,0,4,43,0,5,43,0,7,40
gapenum2,199,7,1,-1,0,21,2,0,6,51,0,6,50,0,9,50,0,9,48,0,4,43,0,5,43,0,7,40
gapenum1,201,7,1,-1,8,144,5,0,4,57,0,8,55,0,7,54,0,4,47,0,4,45,0,8,45,0,9,41
gapenum2,201,7,1,-1,1,22,2,0,4,57,0,8,55,0,7,54,0,4,47,0,4,45,0,8,45,0,9,41
gapenum1,202,7,1,-1,9,158,5,0,5,57,0,5,56,0,4,45,0,8,45,0,9,44,0,4,43,0,8,40
gapenum2,202,7,1,-1,1,26,2,0,5,57,0,5,56,0,4,45,0,8,45,0,9,44,0,4,43,0,8,40
gapenum1,203,7,1,41,9,155,5,0,7,58,0,4,52,0,9,48,0,7,47,0,4,46,0,5,44,0,5,44
gapenum2,203,7,1,41,1,27,2,0,7,58,0,4,52,0,9,48,0,7,47,0,4,46,0,5,44,0,5,44
gapenum1,204,7,1,-1,8,144,5,0,9,59,0,8,58,0,8,57,0,5,55,0,5,55,0,9,51,0,6,42
gapenum2,204,7,1,-1,2,38,3,0,9,59,0,8,58,0,8,57,0,5,55,0,5,55,0,9,51,0,6,42
gapenum1,205,7,1,40,8,141,5,0,4,52,0,8,50,0,7,49,0,4,47,0,7,47,0,6,46,0,4,41
gapenum2,205,7,1,40,2,40,2,0,4,52,0,8,50,0,7,49,0,4,47,0,7,47,0,6,46,0,4,41
gapenum1,207,7,1,-1,9,153,5,0,9,58,0,9,55,0,6,53,0,9,52,0,5,51,0,5,48,0,4,41
gapenum2,207,7,1,-1,2,43,3,0,9,58,0,9,55,0,6,53,0,9,52,0,5,51,0,5,48,0,4,41
gapenum1,209,7,1,39,10,172,6,0,6,59,0,4,57,0,7,57,0,5,55,0,4,52,0,4,49,0,9,41
gapenum2,209,7,1,39,1,31,2,0,6,59,0,4,57,0,7,57,0,5,55,0,4,52,0,4,49,0,9,41
gapenum1,211,7,1,42,8,146,5,0,6,56,0,4,55,0,5,54,0,9,54,0,7,49,0,7,49,0,4,48
gapenum2,211,7,1,42,1,23,2,0,6,56,0,4,55,0,5,54,0,9,54,0,7,49,0,7,49,0,4,48
gapenum1,212,7,1,46,8,141,5,0,9,58,0,7,56,0,9,55,0,4,52,0,7,52,0,5,50,0,5,48
gapenum2,212,7,1,46,1,23,2,0,9,58,0,7,56,0,9,55,0,4,52,0,7,52,0,5,50,0,5,48
gapenum1,214,7,1,44,8,141,5,0,6,58,0,4,56,0,7,55,0,9,54,0,5,53,0,9,46,0,4,45
gapenum2,214,7,1,44,1,23,2,0,6,58,0,4,56,0,7,55,0,9,54,0,5,53,0,9,46,0,4,45
gapenum1,215,7,1,-1,9,158,5,0,9,58,0,8,57,0,7,54,0,7,48,0,6,44,0,5,43,0,9,43
gapenum2,215,7,1,-1,1,26,2,0,9,58,0,8,57,0,7,54,0,7,48,0,6,44,0,5,43,0,9,43
gapenum1,217,7,1,-1,8,144,5,0,9,56,0,9,54,0,6,50,0,6,50,0,5,48,0,9,46,0,7,45
gapenum2,217,7,1,-1,1,22,2,0,9,56,0,9,54,0,6,50,0,6,50,0,5,48,0,9,46,0,7,45
gapenum1,218,7,1,-1,9,153,5,0,5,59,0,7,53,0,6,52,0,8,48,0,9,44,0,4,43,0,5,41
gapenum2,218,7,1,-1,1,26,2,0,5,59,0,7,53,0,6,52,0,8,48,0,9,44,0,4,43,0,5,41
gapenum1,222,7,1,-1,7,113,4,0,9,47,0,6,46,0,5,43,0,8,43,0,7,41,0,4,40,0,8,40
gapenum2,222,7,1,-1,1,18,2,0,9,47,0,6,46,0,5,43,0,8,43,0,7,41,0,4,40,0,8,40
gapenum1,223,7,1,-1,8,139,5,0,6,56,0,5,53,0,5,51,0,7,47,0,5,46,0,7,45,0,9,40
gapenum2,223,7,1,-1,1,22,2,0,6,56,0,5,53,0,5,51,0,7,47,0,5,46,0,7,45,0,9,40
gapenum1,224,7,1,-1,9,158,5,0,8,59,0,7,53,0,6,50,0,9,50,0,7,49,0,6,46,0,6,45
gapenum2,224,7,1,-1,1,26,2,0,8,59,0,7,53,0,6,50,0,9,50,0,7,49,0,6,46,0,6,45
gapenum1,225,7,1,-1,8,139,5,0,9,54,0,6,52,0,7,52,0,5,49,0,4,44,0,7,44,0,6,41
gapenum2,225,7,1,-1,1,22,2,0,9,54,0,6,52,0,7,52,0,5,49,0,4,44,0,7,44,0,6,41
gapenum1,226,7,1,-1,9,141,5,0,7,59,0,8,59,0,8,57,0,4,51,0,8,51,0,8,50,0,4,46
gapenum2,226,7,1,-1,1,25,2,0,7,59,0,8,59,0,8,57,0,4,51,0,8,51,0,8,50,0,4,46
gapenum1,227,7,1,-1,9,158,5,0,9,58,0,5,57,0,5,54,0,9,53,0,7,49,0,6,47,0,5,40
gapenum2,227,7,1,-1,2,44,3,0,9,58,0,5,57,0,5,54,0,9,53,0,7,49,0,6,47,0,5,40
gapenum1,228,7,1,-1,9,158,5,0,6,59,0,5,56,0,5,51,0,5,48,0,7,46,0,7,44,0,8,41
gapenum2,228,7,1,-1,1,26,2,0,6,59,0,5,56,0,5,51,0,5,48,0,7,46,0,7,44,0,8,41
gapenum1,229,7,1,-1,8,144,5,0,7,52,0,9,49,0,4,48,0,7,48,0,6,45,0,8,44,0,5,41
gapenum2,229,7,1,-1,1,22,2,0,7,52,0,9,49,0,4,48,0,7,48,0,6,45,0,8,44,0,5,41
gapenum1,230,7,1,-1,9,158,5,0,6,56,0,5,53,0,6,52,0,6,52,0,9,50,0,4,46,0,9,40
gapenum2,230,7,1,-1,1,26,2,0,6,56,0,5,53,0,6,52,0,6,52,0,9,50,0,4,46,0,9,40
gapenum1,231,7,1,-1,8,151,5,0,7,58,0,5,56,0,6,54,0,7,54,0,9,53,0,9,42,0,5,41
gapenum2,231,7,1,-1,0,25,2,0,7,58,0,5,56,0,6,54,0,7,54,0,9,53,0,9,42,0,5,41
gapenum1,233,7,1,-1,8,144,5,0,8,54,0,4,53,0,9,52,0,5,50,0,4,49,0,9,46,0,5,43
gapenum2,233,7,1,-1,1,22,2,0,8,54,0,4,53,0,9,52,0,5,50,0,4,49,0,9,46,0,5,43
gapenum1,234,7,1,-1,9,158,5,0,8,58,0,6,54,0,7,49,0,4,48,0,8,47,0,7,42,0,7,40
gapenum2,234,7,1,-1,1,26,2,0,8,58,0,6,54,0,7,49,0,4,48,0,8,47,0,7,42,0,7,40
gapenum1,237,7,1,41,9,160,5,0,6,57,0,5,51,0,4,46,0,8,46,0,6,43,0,6,42,0,6,41
gapenum2,237,7,1,41,1,27,2,0,6,57,0,5,51,0,4,46,0,8,46,0,6,43,0,6,42,0,6,41
gapenum1,238,7,1,35,9,155,5,0,4,58,0,4,52,0,4,45,0,5,44,0,5,41,0,4,40,0,9,40
gapenum2,238,7,1,35,1,27,2,0,4,58,0,4,52,0,4,45,0,5,44,0,5,41,0,4,40,0,9,40
gapenum1,240,7,1,-1,9,158,5,0,9,56,0,6,53,0,5,50,0,4,45,0,9,45,0,4,42,0,6,42
gapenum2,240,7,1,-1,1,26,2,0,9,56,0,6,53,0,5,50,0,4,45,0,9,45,0,4,42,0,6,42
gapenum1,242,7,1,41,9,160,5,0,5,59,0,5,57,0,4,55,0,4,53,0,7,51,0,7,46,0,9,42
gapenum2,242,7,1,41,1,27,2,0,5,59,0,5,57,0,4,55,0,4,53,0,7,51,0,7,46,0,9,42
gapenum1,243,7,1,-1,9,158,5,0,7,54,0,9,52,0,5,51,0,9,46,0,8,44,0,4,43,0,6,42
gapenum2,243,7,1,-1,1,26,2,0,7,54,0,9,52,0,5,51,0,9,46,0,8,44,0,4,43,0,6,42
gapenum1,244,7,1,43,9,160,5,0,8,57,0,4,55,0,8,51,0,4,50,0,7,50,0,5,48,0,7,44
gapenum2,244,7,1,43,1,27,2,0,8,57,0,4,55,0,8,51,0,4,50,0,7,50,0,5,48,0,7,44
gapenum1,246,7,1,-1,8,144,5,0,6,54,0,6,52,0,7,51,0,4,50,0,5,48,0,8,48,0,5,40
gapenum2,246,7,1,-1,2,38,2,0,6,54,0,6,52,0,7,51,0,4,50,0,5,48,0,8,48,0,5,40
gapenum1,247,7,1,39,9,160,5,0,5,54,0,6,52,0,4,51,0,6,49,0,8,49,0,4,46,0,6,42
gapenum2,247,7,1,39,1,27,2,0,5,54,0,6,52,0,4,51,0,6,49,0,8,49,0,4,46,0,6,42
gapenum1,249,7,1,-1,9,158,5,0,4,59,0,9,52,0,9,50,0,9,50,0,5,49,0,5,48,0,7,45
gapenum2,249,7,1,-1,1,26,2,0,4,59,0,9,52,0,9,50,0,9,50,0,5,49,0,5,48,0,7,45
gapenum1,250,7,1,-1,9,158,5,0,6,59,0,4,54,0,4,54,0,8,50,0,5,44,0,9,43,0,6,40
gapenum2,250,7,1,-1,1,26,2,0,6,59,0,4,54,0,4,54,0,8,50,0,5,44,0,9,43,0,6,40
gapenum1,251,7,1,48,8,146,5,0,9,59,0,7,58,0,5,54,0,7,52,0,4,51,0,8,50,0,8,50
gapenum2,251,7,1,48,1,23,2,0,9,59,0,7,58,0,5,54,0,7,52,0,4,51,0,8,50,0,8,50
gapenum1,253,7,1,-1,8,144,5,0,4,59,0,9,58,0,5,57,0,4,56,0,8,53,0,8,49,0,9,45
gapenum2,253,7,1,-1,1,22,2,0,4,59,0,9,58,0,5,57,0,4,56,0,8,53,0,8,49,0,9,45
gapenum1,254,7,1,38,9,155,5,0,5,57,0,8,56,0,4,55,0,5,48,0,4,47,0,8,44,0,4,41
gapenum2,254,7,1,38,1,27,2,0,5,57,0,8,56,0,4,55,0,5,48,0,4,47,0,8,44,0,4,41
gapenum1,256,7,1,-1,8,151,5,0,4,56,0,4,48,0,8,46,0,9,46,0,7,44,0,4,43,0,9,41
gapenum2,256,7,1,-1,0,25,2,0,4,56,0,4,48,0,8,46,0,9,46,0,7,44,0,4,43,0,9,41
gapenum1,257,7,1,-1,8,136,5,0,6,59,0,9,59,0,7,52,0,8,49,0,6,46,0,7,46,0,6,43
gapenum2,257,7,1,-1,0,25,2,0,6,59,0,9,59,0,7,52,0,8,49,0,6,46,0,7,46,0,6,43
gapenum1,258,7,1,40,9,160,5,0,4,59,0,5,53,0,7,53,0,5,51,0,7,49,0,8,47,0,4,42
gapenum2,258,7,1,40,2,46,3,0,4,59,0,5,53,0,7,53,0,5,51,0,7,49,0,8,47,0,4,42
gapenum1,259,7,1,43,9,160,5,0,6,58,0,8,56,0,4,54,0,4,53,0,7,49,0,8,46,0,6,43
gapenum2,259,7,1,43,1,27,2,0,6,58,0,8,56,0,4,54,0,4,53,0,7,49,0,8,46,0,6,43
gapenum1,260,7,1,-1,7,97,4,0,8,53,0,9,53,0,5,52,0,7,49,0,9,48,0,4,47,0,9,44
gapenum2,260,7,1,-1,1,17,2,0,8,53,0,9,53,0,5,52,0,7,49,0,9,48,0,4,47,0,9,44
gapenum1,261,7,1,-1,9,158,5,0,9,59,0,7,57,0,4,52,0,7,51,0,9,50,0,4,47,0,6,42
gapenum2,261,7,1,-1,1,26,2,0,9,59,0,7,57,0,4,52,0,7,51,0,9,50,0,4,47,0,6,42
gapenum1,262,7,1,-1,9,153,5,0,8,58,0,6,54,0,7,51,0,6,49,0,7,45,0,6,44,0,5,40
gapenum2,262,7,1,-1,1,26,2,0,8,58,0,6,54,0,7,51,0,6,49,0,7,45,0,6,44,0,5,40
gapenum1,263,7,1,-1,10,170,6,0,4,59,0,5,55,0,8,53,0,9,50,0,4,46,0,5,46,0,6,40
gapenum2,263,7,1,-1,1,30,2,0,4,59,0,5,55,0,8,53,0,9,50,0,4,46,0,5,46,0,6,40
gapenum1,264,7,1,-1,9,141,5,0,8,58,0,9,58,0,7,57,0,6,56,0,4,55,0,4,52,0,8,42
gapenum2,264,7,1,-1,2,41,3,0,8,58,0,9,58,0,7,57,0,6,56,0,4,55,0,4,52,0,8,42
gapenum1,265,7,1,-1,9,141,5,0,8,59,0,8,59,0,5,58,0,4,56,0,9,54,0,8,50,0,6,43
gapenum2,265,7,1,-1,2,41,3,0,8,59,0,8,59,0,5,58,0,4,56,0,9,54,0,8,50,0,6,43
gapenum1,267,7,1,-1,8,144,5,0,5,52,0,5,50,0,6,48,0,6,43,0,6,42,0,7,41,0,6,40
gapenum2,267,7,1,-1,1,22,2,0,5,52,0,5,50,0,6,48,0,6,43,0,6,42,0,7,41,0,6,40
gapenum1,268,7,1,46,8,146,5,0,7,58,0,4,55,0,8,55,0,5,49,0,9,49,0,4,46,0,9,46
gapenum2,268,7,1,46,1,23,2,0,7,58,0,4,55,0,8,55,0,5,49,0,9,49,0,4,46,0,9,46
gapenum1,269,7,1,41,8,131,5,0,4,58,0,4,58,0,4,55,0,6,55,0,8,51,0,6,46,0,9,46
gapenum2,269,7,1,41,1,22,2,0,4,58,0,4,58,0,4,55,0,6,55,0,8,51,0,6,46,0,9,46
gapenum1,270,7,1,-1,9,158,5,0,7,58,0,9,56,0,6,54,0,9,52,0,4,48,0,8,46,0,5,44
gapenum2,270,7,1,-1,1,26,2,0,7,58,0,9,56,0,6,54,0,9,52,0,4,48,0,8,46,0,5,44
gapenum1,272,7,1,-1,9,158,5,0,5,58,0,4,55,0,6,55,0,8,52,0,7,46,0,7,45,0,4,40
gapenum2,272,7,1,-1,2,44,2,0,5,58,0,4,55,0,6,55,0,8,52,0,7,46,0,7,45,0,4,40
gapenum1,273,7,1,-1,7,136,4,0,5,57,0,7,55,0,8,55,0,8,55,0,6,54,0,7,46,0,9,45
gapenum2,273,7,1,-1,0,21,2,0,5,57,0,7,55,0,8,55,0,8,55,0,6,54,0,7,46,0,9,45
gapenum1,276,7,1,-1,8,144,5,0,5,58,0,4,56,0,9,56,0,4,55,0,8,55,0,7,54,0,8,43
gapenum2,276,7,1,-1,2,38,2,0,5,58,0,4,56,0,9,56,0,4,55,0,8,55,0,7,54,0,8,43
gapenum1,277,7,1,-1,8,129,5,0,4,56,0,5,56,0,6,54,0,9,48,0,7,47,0,7,43,0,8,43
gapenum2,277,7,1,-1,1,21,2,0,4,56,0,5,56,0,6,54,0,9,48,0,7,47,0,7,43,0,8,43
gapenum1,278,7,1,-1,8,144,5,0,5,58,0,7,55,0,6,53,0,7,49,0,6,47,0,8,46,0,8,45
gapenum2,278,7,1,-1,1,22,2,0,5,58,0,7,55,0,6,53,0,7,49,0,6,47,0,8,46,0,8,45
gapenum1,279,7,1,-1,10,151,5,0,7,59,0,9,59,0,5,55,0,4,45,0,4,41,0,5,41,0,8,40
gapenum2,279,7,1,-1,1,29,2,0,7,59,0,9,59,0,5,55,0,4,45,0,4,41,0,5,41,0,8,40
gapenum1,280,7,1,-1,9,158,5,0,9,57,0,7,56,0,5,51,0,6,51,0,7,49,0,9,47,0,5,41
gapenum2,280,7,1,-1,2,44,3,0,9,57,0,7,56,0,5,51,0,6,51,0,7,49,0,9,47,0,5,41
gapenum1,281,7,1,-1,9,153,5,0,8,59,0,7,57,0,6,54,0,5,52,0,7,42,0,8,41,0,4,40
gapenum2,281,7,1,-1,1,26,2,0,8,59,0,7,57,0,6,54,0,5,52,0,7,42,0,8,41,0,4,40
gapenum1,282,7,1,42,10,172,6,0,5,59,0,6,58,0,7,53,0,8,51,0,5,48,0,7,45,0,4,42
gapenum2,282,7,1,42,1,31,2,0,5,59,0,6,58,0,7,53,0,8,51,0,5,48,0,7,45,0,4,42
gapenum1,283,7,1,-1,8,144,5,0,7,58,0,4,53,0,7,51,0,7,51,0,5,49,0,8,46,0,9,46
gapenum2,283,7,1,-1,1,22,2,0,7,58,0,4,53,0,7,51,0,7,51,0,5,49,0,8,46,0,9,46
gapenum1,284,7,1,-1,9,158,5,0,4,58,0,8,57,0,6,48,0,6,44,0,5,41,0,6,41,0,8,40
gapenum2,284,7,1,-1,1,26,2,0,4,58,0,8,57,0,6,48,0,6,44,0,5,41,0,6,41,0,8,40
gapenum1,285,7,1,45,8,141,5,0,4,59,0,7,54,0,9,53,0,6,51,0,8,50,0,5,48,0,6,48
gapenum2,285,7,1,45,1,23,2,0,4,59,0,7,54,0,9,53,0,6,51,0,8,50,0,5,48,0,6,48
gapenum1,286,7,1,-1,8,144,5,0,8,56,0,6,55,0,6,53,0,6,53,0,7,49,0,9,49,0,6,45
gapenum2,286,7,1,-1,1,22,2,0,8,56,0,6,55,0,6,53,0,6,53,0,7,49,0,9,49,0,6,45
gapenum1,287,7,1,-1,9,158,5,0,9,59,0,9,54,0,4,53,0,5,53,0,6,48,0,5,46,0,9,40
gapenum2,287,7,1,-1,1,26,2,0,9,59,0,9,54,0,4,53,0,5,53,0,6,48,0,5,46,0,9,40
gapenum1,289,7,1,38,8,141,5,0,4,55,0,8,54,0,4,53,0,8,53,0,4,50,0,5,50,0,5,45
gapenum2,289,7,1,38,1,23,2,0,4,55,0,8,54,0,4,53,0,8,53,0,4,50,0,5,50,0,5,45
gapenum1,290,7,1,-1,8,144,5,0,5,59,0,9,58,0,4,56,0,5,52,0,5,47,0,8,45,0,9,43
gapenum2,290,7,1,-1,1,22,2,0,5,59,0,9,58,0,4,56,0,5,52,0,5,47,0,8,45,0,9,43
gapenum1,292,7,1,-1,8,144,5,0,7,59,0,6,58,0,8,56,0,9,52,0,4,48,0,7,47,0,9,44
gapenum2,292,7,1,-1,1,22,2,0,7,59,0,6,58,0,8,56,0,9,52,0,4,48,0,7,47,0,9,44
gapenum1,293,7,1,-1,8,144,5,0,7,55,0,5,50,0,6,50,0,9,47,0,6,46,0,7,44,0,6,43
gapenum2,293,7,1,-1,1,22,2,0,7,55,0,5,50,0,6,50,0,9,47,0,6,46,0,7,44,0,6,43
gapenum1,294,7,1,-1,9,158,5,0,9,57,0,4,50,0,7,50,0,4,49,0,5,44,0,9,43,0,5,41
gapenum2,294,7,1,-1,1,26,2,0,9,57,0,4,50,0,7,50,0,4,49,0,5,44,0,9,43,0,5,41
gapenum1,295,7,1,-1,8,151,5,0,6,59,0,5,56,0,8,56,0,8,54,0,9,52,0,4,45,0,6,40
gapenum2,295,7,1,-1,1,35,2,0,6,59,0,5,56,0,8,56,0,8,54,0,9,52,0,4,45,0,6,40
gapenum1,296,7,1,-1,9,136,5,0,6,59,0,8,59,0,7,52,0,4,50,0,6,47,0,6,44,0,6,41
gapenum2,296,7,1,-1,1,25,2,0,6,59,0,8,59,0,7,52,0,4,50,0,6,47,0,6,44,0,6,41
gapenum1,297,7,1,-1,10,170,6,0,9,58,0,5,57,0,8,52,0,9,52,0,4,45,0,6,45,0,5,40
gapenum2,297,7,1,-1,1,30,2,0,9,58,0,5,57,0,8,52,0,9,52,0,4,45,0,6,45,0,5,40
gapenum1,298,7,1,-1,9,158,5,0,7,57,0,5,51,0,9,51,0,5,50,0,9,46,0,4,41,0,8,41
gapenum2,298,7,1,-1,1,26,2,0,7,57,0,5,51,0,9,51,0,5,50,0,9,46,0,4,41,0,8,41
gapenum1,299,7,1,-1,8,136,5,0,5,58,0,6,58,0,8,52,0,7,45,0,7,45,0,6,44,0,7,41
gapenum2,299,7,1,-1,0,25,2,0,5,58,0,6,58,0,8,52,0,7,45,0,7,45,0,6,44,0,7,41
gapenum1,300,7,1,-1,9,158,5,0,6,56,0,4,54,0,7,53,0,8,49,0,5,42,0,5,40,0,8,40
gapenum2,300,7,1,-1,1,26,2,0,6,56,0,4,54,0,7,53,0,8,49,0,5,42,0,5,40,0,8,40
gapenum1,301,7,1,41,9,143,5,0,5,59,0,7,59,0,6,55,0,4,53,0,9,52,0,6,44,0,4,41
gapenum2,301,7,1,41,2,37,3,0,5,59,0,7,59,0,6,55,0,4,53,0,9,52,0,6,44,0,4,41
gapenum1,302,7,1,40,9,160,5,0,8,54,0,6,52,0,4,44,0,5,43,0,6,42,0,7,42,0,4,41
