version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5
gap_enum1,130,5,1,29,6,75,4,0,5,59,0,4,58,0,7,57,0,4,53,0,9,46
gap_enum2,130,5,1,29,1,17,2,0,5,59,0,4,58,0,7,57,0,4,53,0,9,46
gap_enum1,131,5,5,6,1,1,1,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum2,131,5,5,6,1,1,1,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum1,131,5,4,15,2,10,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum2,131,5,4,15,1,4,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum1,131,5,3,22,3,22,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum2,131,5,3,22,1,7,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum1,131,5,2,31,5,53,3,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum2,131,5,2,31,1,14,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum1,131,5,1,37,6,80,4,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum2,131,5,1,37,1,17,2,0,6,54,0,9,51,0,7,49,0,9,48,0,6,44
gap_enum1,132,5,5,5,1,1,1,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum2,132,5,5,5,1,1,1,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum1,132,5,4,12,2,10,2,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum2,132,5,4,12,1,4,2,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum1,132,5,3,19,4,28,3,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum2,132,5,3,19,1,11,2,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum1,132,5,2,26,6,62,4,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum2,132,5,2,26,1,18,2,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum1,132,5,1,31,7,91,4,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum2,132,5,1,31,1,21,2,0,5,58,0,7,56,0,7,53,0,7,45,0,5,41
gap_enum1,133,5,5,6,1,1,1,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum2,133,5,5,6,1,1,1,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum1,133,5,4,13,2,10,2,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum2,133,5,4,13,1,4,2,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum1,133,5,3,19,4,33,3,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum2,133,5,3,19,1,11,2,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum1,133,5,2,25,5,53,3,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum2,133,5,2,25,1,14,2,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum1,133,5,1,33,7,91,4,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum2,133,5,1,33,1,21,2,0,8,55,0,6,50,0,6,48,0,7,44,0,6,40
gap_enum1,134,5,5,7,1,1,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum2,134,5,5,7,1,1,1,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum1,134,5,4,12,2,10,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum2,134,5,4,12,1,4,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum1,134,5,3,17,4,33,3,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum2,134,5,3,17,1,11,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum1,134,5,2,23,6,62,4,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum2,134,5,2,23,1,18,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum1,134,5,1,28,8,99,5,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum2,134,5,1,28,1,25,2,0,5,58,0,6,55,0,5,50,0,5,42,0,7,40
gap_enum1,135,5,5,4,1,1,1,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum2,135,5,5,4,1,1,1,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum1,135,5,4,10,3,10,2,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum2,135,5,4,10,2,5,2,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum1,135,5,3,15,4,33,3,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum2,135,5,3,15,2,12,2,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum1,135,5,2,24,5,53,3,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum2,135,5,2,24,2,19,2,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum1,135,5,1,31,7,91,4,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum2,135,5,1,31,2,32,2,0,7,56,0,9,54,0,5,52,0,6,49,0,4,44
gap_enum1,136,5,5,9,1,1,1,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum2,136,5,5,9,1,1,1,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum1,136,5,4,14,2,10,2,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum2,136,5,4,14,1,4,2,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum1,136,5,3,22,5,33,3,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum2,136,5,3,22,2,12,2,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum1,136,5,2,31,6,62,4,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum2,136,5,2,31,2,19,2,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum1,136,5,1,39,7,91,4,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum2,136,5,1,39,2,26,2,0,8,59,0,9,57,0,8,56,0,5,43,0,9,40
gap_enum1,137,5,5,4,1,1,1,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum2,137,5,5,4,1,1,1,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum1,137,5,4,13,2,10,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum2,137,5,4,13,1,4,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum1,137,5,3,21,3,22,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum2,137,5,3,21,1,7,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum1,137,5,2,27,5,53,3,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum2,137,5,2,27,1,14,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum1,137,5,1,31,6,80,4,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum2,137,5,1,31,1,17,2,0,4,53,0,6,49,0,8,44,0,9,43,0,4,42
gap_enum1,138,5,5,8,1,1,1,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum2,138,5,5,8,1,1,1,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum1,138,5,4,16,2,10,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum2,138,5,4,16,1,4,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum1,138,5,3,20,3,22,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum2,138,5,3,20,1,7,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum1,138,5,2,24,5,53,3,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum2,138,5,2,24,1,14,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum1,138,5,1,29,7,91,4,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum2,138,5,1,29,1,21,2,0,5,59,0,4,55,0,4,49,0,8,48,0,8,42
gap_enum1,139,5,5,4,1,1,1,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum2,139,5,5,4,1,1,1,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum1,139,5,4,9,2,7,2,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum2,139,5,4,9,1,4,2,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum1,139,5,3,13,4,33,3,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum2,139,5,3,13,1,11,2,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum1,139,5,2,17,7,62,4,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum2,139,5,2,17,2,19,2,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum1,139,5,1,21,8,99,5,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum2,139,5,1,21,2,26,3,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gap_enum1,140,5,5,6,1,1,1,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum2,140,5,5,6,1,1,1,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum1,140,5,4,14,2,10,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum2,140,5,4,14,1,4,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum1,140,5,3,23,4,33,3,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum2,140,5,3,23,1,11,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum1,140,5,2,30,5,53,3,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum2,140,5,2,30,1,14,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum1,140,5,1,38,7,91,4,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum2,140,5,1,38,1,21,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gap_enum1,141,5,5,6,1,1,1,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum2,141,5,5,6,1,1,1,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum1,141,5,4,13,2,7,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum2,141,5,4,13,1,4,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum1,141,5,3,17,4,33,3,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum2,141,5,3,17,1,11,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum1,141,5,2,22,6,62,4,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum2,141,5,2,22,1,18,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum1,141,5,1,31,7,91,4,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum2,141,5,1,31,1,21,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gap_enum1,142,5,5,8,1,1,1,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum2,142,5,5,8,1,1,1,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum1,142,5,4,17,2,10,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum2,142,5,4,17,1,4,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum1,142,5,3,25,4,33,3,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum2,142,5,3,25,1,11,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum1,142,5,2,29,5,53,3,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum2,142,5,2,29,1,14,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum1,142,5,1,36,7,91,4,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum2,142,5,1,36,1,21,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gap_enum1,143,5,5,6,1,1,1,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum2,143,5,5,6,1,1,1,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum1,143,5,4,12,2,10,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum2,143,5,4,12,1,4,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum1,143,5,3,16,3,17,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum2,143,5,3,16,1,6,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum1,143,5,2,20,5,53,3,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum2,143,5,2,20,1,14,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum1,143,5,1,27,6,80,4,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum2,143,5,1,27,1,17,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gap_enum1,144,5,5,9,1,1,3,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum2,144,5,5,9,1,1,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum1,144,5,4,14,2,4,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum2,144,5,4,14,1,3,1,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum1,144,5,3,20,3,22,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum2,144,5,3,20,1,7,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum1,144,5,2,27,4,38,3,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum2,144,5,2,27,1,10,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum1,144,5,1,32,5,59,3,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum2,144,5,1,32,1,13,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gap_enum1,145,5,5,7,1,1,1,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum2,145,5,5,7,1,1,1,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum1,145,5,4,15,2,10,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum2,145,5,4,15,1,4,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum1,145,5,3,22,3,22,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum2,145,5,3,22,1,7,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum1,145,5,2,28,5,53,3,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum2,145,5,2,28,1,14,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum1,145,5,1,36,6,80,4,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum2,145,5,1,36,1,17,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gap_enum1,146,5,5,7,1,1,1,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum2,146,5,5,7,1,1,1,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum1,146,5,4,16,2,10,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum2,146,5,4,16,1,4,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum1,146,5,3,25,4,33,3,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum2,146,5,3,25,1,11,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum1,146,5,2,34,6,62,4,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum2,146,5,2,34,1,18,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum1,146,5,1,39,7,91,4,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum2,146,5,1,39,1,21,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gap_enum1,147,5,5,8,1,1,1,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum2,147,5,5,8,1,1,1,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum1,147,5,4,13,2,10,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum2,147,5,4,13,1,4,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum1,147,5,3,19,3,22,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum2,147,5,3,19,1,7,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum1,147,5,2,23,4,35,3,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum2,147,5,2,23,1,10,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum1,147,5,1,29,6,80,4,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum2,147,5,1,29,1,17,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gap_enum1,148,5,5,5,1,1,1,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum2,148,5,5,5,1,1,1,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum1,148,5,4,10,2,10,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum2,148,5,4,10,1,4,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum1,148,5,3,15,3,22,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum2,148,5,3,15,1,7,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum1,148,5,2,24,5,53,3,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum2,148,5,2,24,1,14,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum1,148,5,1,29,7,91,4,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum2,148,5,1,29,1,21,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gap_enum1,149,5,5,9,1,1,1,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum2,149,5,5,9,1,1,1,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum1,149,5,4,13,2,7,2,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum2,149,5,4,13,1,4,1,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum1,149,5,3,22,4,33,3,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum2,149,5,3,22,1,11,2,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum1,149,5,2,27,5,44,3,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum2,149,5,2,27,1,13,2,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum1,149,5,1,36,7,91,4,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum2,149,5,1,36,1,21,2,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gap_enum1,150,5,5,7,1,1,1,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum2,150,5,5,7,1,1,1,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum1,150,5,4,14,2,10,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum2,150,5,4,14,1,4,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum1,150,5,3,19,4,33,3,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum2,150,5,3,19,1,11,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum1,150,5,2,24,6,62,3,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum2,150,5,2,24,1,18,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum1,150,5,1,31,7,91,4,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum2,150,5,1,31,1,21,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gap_enum1,151,5,5,6,1,1,1,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum2,151,5,5,6,1,1,1,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum1,151,5,4,10,3,10,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum2,151,5,4,10,2,5,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum1,151,5,3,14,4,33,3,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum2,151,5,3,14,2,12,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum1,151,5,2,20,6,62,3,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum2,151,5,2,20,2,25,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum1,151,5,1,26,8,99,4,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum2,151,5,1,26,2,34,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gap_enum1,152,5,5,6,1,1,1,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum2,152,5,5,6,1,1,1,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum1,152,5,4,14,2,10,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum2,152,5,4,14,1,4,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum1,152,5,3,20,3,17,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum2,152,5,3,20,1,6,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum1,152,5,2,24,4,26,3,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum2,152,5,2,24,1,8,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum1,152,5,1,29,6,80,4,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum2,152,5,1,29,1,17,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gap_enum1,153,5,5,6,1,1,1,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum2,153,5,5,6,1,1,1,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum1,153,5,4,15,2,10,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum2,153,5,4,15,1,4,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum1,153,5,3,24,3,22,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum2,153,5,3,24,1,7,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum1,153,5,2,33,5,53,3,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum2,153,5,2,33,1,14,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum1,153,5,1,38,6,69,4,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum2,153,5,1,38,1,16,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gap_enum1,154,5,5,8,1,1,1,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum2,154,5,5,8,1,1,1,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum1,154,5,4,16,2,10,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum2,154,5,4,16,1,4,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum1,154,5,3,22,3,17,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum2,154,5,3,22,1,6,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum1,154,5,2,30,4,38,3,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum2,154,5,2,30,1,10,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum1,154,5,1,35,5,50,3,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum2,154,5,1,35,1,12,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gap_enum1,155,5,5,7,1,1,1,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum2,155,5,5,7,1,1,1,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum1,155,5,4,15,2,10,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum2,155,5,4,15,1,4,1,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum1,155,5,3,24,3,19,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum2,155,5,3,24,1,7,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum1,155,5,2,28,5,53,3,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum2,155,5,2,28,1,14,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum1,155,5,1,34,6,80,4,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum2,155,5,1,34,1,17,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gap_enum1,156,5,5,8,1,1,1,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum2,156,5,5,8,1,1,1,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum1,156,5,4,14,2,10,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum2,156,5,4,14,1,4,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum1,156,5,3,20,4,33,3,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum2,156,5,3,20,1,11,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum1,156,5,2,29,5,53,3,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum2,156,5,2,29,1,14,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum1,156,5,1,33,7,91,4,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum2,156,5,1,33,1,21,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gap_enum1,157,5,5,9,1,1,1,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum2,157,5,5,9,1,1,1,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum1,157,5,4,15,2,10,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum2,157,5,4,15,1,4,1,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum1,157,5,3,22,3,22,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum2,157,5,3,22,1,7,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum1,157,5,2,26,4,38,3,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum2,157,5,2,26,1,10,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum1,157,5,1,30,6,80,4,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum2,157,5,1,30,1,17,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gap_enum1,158,5,5,9,1,1,1,0,9,59,0,8,52,0,7,43,0,4,40,0,9,40
