version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5
gapenum2,139,5,1,21,2,26,3,0,4,59,0,4,56,0,4,47,0,5,45,0,4,41
gapenum1,140,5,1,38,7,91,4,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gapenum2,140,5,1,38,1,21,2,0,8,59,0,7,54,0,9,49,0,8,47,0,6,42
gapenum1,141,5,1,31,7,91,4,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gapenum2,141,5,1,31,1,21,2,0,9,56,0,5,54,0,4,51,0,7,46,0,6,40
gapenum1,142,5,1,36,7,91,4,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gapenum2,142,5,1,36,1,21,2,0,7,58,0,4,56,0,8,52,0,9,41,0,8,40
gapenum1,143,5,1,27,6,80,4,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gapenum2,143,5,1,27,1,17,2,0,7,53,0,4,51,0,4,46,0,6,46,0,6,44
gapenum1,144,5,1,32,5,59,3,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gapenum2,144,5,1,32,1,13,2,0,5,50,0,7,49,0,6,48,0,5,43,0,9,43
gapenum1,145,5,1,36,6,80,4,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gapenum2,145,5,1,36,1,17,2,0,8,58,0,6,57,0,7,51,0,8,49,0,7,46
gapenum1,146,5,1,39,7,91,4,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gapenum2,146,5,1,39,1,21,2,0,5,59,0,9,57,0,9,53,0,9,41,0,7,40
gapenum1,147,5,1,29,6,80,4,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gapenum2,147,5,1,29,1,17,2,0,6,56,0,4,52,0,6,51,0,5,49,0,8,44
gapenum1,148,5,1,29,7,91,4,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gapenum2,148,5,1,29,1,21,2,0,5,54,0,9,52,0,5,47,0,5,45,0,5,43
gapenum1,149,5,1,36,7,91,4,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gapenum2,149,5,1,36,1,21,2,0,9,55,0,5,53,0,9,53,0,4,50,0,9,41
gapenum1,150,5,1,31,7,91,4,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gapenum2,150,5,1,31,1,21,2,0,7,57,0,5,56,0,5,49,0,7,46,0,7,40
gapenum1,151,5,1,26,8,99,4,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gapenum2,151,5,1,26,2,34,2,0,6,58,0,6,53,0,4,51,0,4,48,0,6,40
gapenum1,152,5,1,29,6,80,4,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gapenum2,152,5,1,29,1,17,2,0,5,58,0,4,56,0,6,56,0,8,56,0,6,51
gapenum1,153,5,1,38,6,69,4,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gapenum2,153,5,1,38,1,16,2,0,5,52,0,9,52,0,9,47,0,9,44,0,6,42
gapenum1,154,5,1,35,5,50,3,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gapenum2,154,5,1,35,1,12,2,0,5,50,0,8,50,0,6,48,0,8,48,0,8,46
gapenum1,155,5,1,34,6,80,4,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gapenum2,155,5,1,34,1,17,2,0,6,58,0,4,54,0,9,53,0,8,47,0,7,46
gapenum1,156,5,1,33,7,91,4,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gapenum2,156,5,1,33,1,21,2,0,4,59,0,9,56,0,6,54,0,6,47,0,8,44
gapenum1,157,5,1,30,6,80,4,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gapenum2,157,5,1,30,1,17,2,0,4,52,0,4,50,0,7,48,0,6,45,0,9,42
gapenum1,158,5,1,37,7,91,4,0,9,59,0,8,52,0,7,43,0,4,40,0,9,40
gapenum2,158,5,1,37,1,21,2,0,9,59,0,8,52,0,7,43,0,4,40,0,9,40
gapenum1,159,5,1,35,6,80,4,0,5,50,0,9,45,0,6,43,0,7,43,0,8,41
gapenum2,159,5,1,35,1,17,2,0,5,50,0,9,45,0,6,43,0,7,43,0,8,41
gapenum1,160,5,1,35,6,80,4,0,9,59,0,4,56,0,9,53,0,6,51,0,7,47
gapenum2,160,5,1,35,1,17,2,0,9,59,0,4,56,0,9,53,0,6,51,0,7,47
gapenum1,161,5,1,30,7,91,4,0,8,54,0,6,53,0,7,43,0,4,42,0,5,41
gapenum2,161,5,1,30,1,21,2,0,8,54,0,6,53,0,7,43,0,4,42,0,5,41
gapenum1,162,5,1,35,6,75,4,0,5,59,0,8,53,0,6,49,0,7,49,0,9,43
gapenum2,162,5,1,35,1,17,2,0,5,59,0,8,53,0,6,49,0,7,49,0,9,43
gapenum1,163,5,1,30,7,91,4,0,4,59,0,7,52,0,8,50,0,5,45,0,6,42
gapenum2,163,5,1,30,1,21,2,0,4,59,0,7,52,0,8,50,0,5,45,0,6,42
gapenum1,164,5,1,33,7,91,4,0,7,58,0,7,54,0,5,53,0,6,47,0,8,42
gapenum2,164,5,1,33,1,21,2,0,7,58,0,7,54,0,5,53,0,6,47,0,8,42
gapenum1,165,5,1,29,6,80,4,0,7,59,0,7,57,0,5,52,0,4,51,0,6,51
gapenum2,165,5,1,29,1,17,2,0,7,59,0,7,57,0,5,52,0,4,51,0,6,51
gapenum1,166,5,1,31,6,80,4,0,9,51,0,4,48,0,5,46,0,6,45,0,7,41
gapenum2,166,5,1,31,1,17,2,0,9,51,0,4,48,0,5,46,0,6,45,0,7,41
gapenum1,167,5,1,35,6,80,4,0,4,52,0,9,46,0,8,43,0,9,42,0,5,40
gapenum2,167,5,1,35,1,17,2,0,4,52,0,9,46,0,8,43,0,9,42,0,5,40
gapenum1,168,5,1,30,7,86,4,0,9,58,0,4,50,0,5,48,0,5,46,0,7,41
gapenum2,168,5,1,30,1,21,2,0,9,58,0,4,50,0,5,48,0,5,46,0,7,41
gapenum1,169,5,1,33,6,80,4,0,8,55,0,4,54,0,8,52,0,4,45,0,9,45
gapenum2,169,5,1,33,1,17,2,0,8,55,0,4,54,0,8,52,0,4,45,0,9,45
gapenum1,170,5,1,33,6,80,4,0,9,54,0,5,52,0,4,51,0,9,51,0,6,44
gapenum2,170,5,1,33,2,26,2,0,9,54,0,5,52,0,4,51,0,9,51,0,6,44
gapenum1,171,5,1,30,6,80,4,0,7,50,0,5,47,0,4,45,0,9,44,0,5,41
gapenum2,171,5,1,30,1,17,2,0,7,50,0,5,47,0,4,45,0,9,44,0,5,41
gapenum1,172,5,1,35,6,80,4,0,9,56,0,5,48,0,5,48,0,7,42,0,9,41
gapenum2,172,5,1,35,1,17,2,0,9,56,0,5,48,0,5,48,0,7,42,0,9,41
gapenum1,173,5,1,27,8,99,4,0,6,59,0,6,58,0,5,44,0,4,43,0,6,42
gapenum2,173,5,1,27,2,26,2,0,6,59,0,6,58,0,5,44,0,4,43,0,6,42
gapenum1,174,5,1,29,8,99,4,0,6,57,0,8,56,0,4,50,0,4,40,0,7,40
gapenum2,174,5,1,29,2,26,2,0,6,57,0,8,56,0,4,50,0,4,40,0,7,40
gapenum1,175,5,1,36,7,78,4,0,6,57,0,8,57,0,9,46,0,5,42,0,8,42
gapenum2,175,5,1,36,1,20,2,0,6,57,0,8,57,0,9,46,0,5,42,0,8,42
gapenum1,176,5,1,37,6,80,4,0,9,53,0,9,52,0,7,48,0,7,46,0,5,44
gapenum2,176,5,1,37,1,17,2,0,9,53,0,9,52,0,7,48,0,7,46,0,5,44
gapenum1,177,5,1,33,6,60,3,0,5,53,0,5,53,0,7,53,0,8,51,0,8,44
gapenum2,177,5,1,33,1,15,2,0,5,53,0,5,53,0,7,53,0,8,51,0,8,44
gapenum1,178,5,1,33,7,91,4,0,4,56,0,9,53,0,7,52,0,7,43,0,6,41
gapenum2,178,5,1,33,1,21,2,0,4,56,0,9,53,0,7,52,0,7,43,0,6,41
gapenum1,179,5,1,31,5,50,3,0,6,53,0,7,53,0,6,52,0,4,51,0,8,50
gapenum2,179,5,1,31,1,12,2,0,6,53,0,7,53,0,6,52,0,4,51,0,8,50
gapenum1,180,5,1,32,7,91,4,0,5,59,0,6,54,0,9,50,0,7,44,0,5,42
gapenum2,180,5,1,32,1,21,2,0,5,59,0,6,54,0,9,50,0,7,44,0,5,42
gapenum1,181,5,1,30,8,99,4,0,4,59,0,9,56,0,6,43,0,4,41,0,7,40
gapenum2,181,5,1,30,1,25,2,0,4,59,0,9,56,0,6,43,0,4,41,0,7,40
gapenum1,182,5,1,29,6,75,4,0,4,59,0,6,55,0,5,48,0,5,46,0,9,45
gapenum2,182,5,1,29,1,17,2,0,4,59,0,6,55,0,5,48,0,5,46,0,9,45
gapenum1,183,5,1,32,7,91,4,0,6,59,0,7,53,0,4,52,0,7,51,0,8,42
gapenum2,183,5,1,32,2,32,2,0,6,59,0,7,53,0,4,52,0,7,51,0,8,42
gapenum1,184,5,1,36,6,75,4,0,8,57,0,9,56,0,8,52,0,7,50,0,4,40
gapenum2,184,5,1,36,2,26,2,0,8,57,0,9,56,0,8,52,0,7,50,0,4,40
gapenum1,185,5,1,34,7,91,4,0,9,57,0,7,55,0,9,54,0,4,47,0,5,40
gapenum2,185,5,1,34,3,37,3,0,9,57,0,7,55,0,9,54,0,4,47,0,5,40
gapenum1,186,5,1,32,7,91,4,0,6,58,0,8,52,0,8,48,0,4,43,0,6,42
gapenum2,186,5,1,32,1,21,2,0,6,58,0,8,52,0,8,48,0,4,43,0,6,42
gapenum1,187,5,1,32,7,78,4,0,4,58,0,9,58,0,5,56,0,6,51,0,8,42
gapenum2,187,5,1,32,2,29,2,0,4,58,0,9,58,0,5,56,0,6,51,0,8,42
gapenum1,188,5,1,25,6,80,4,0,4,53,0,4,52,0,4,50,0,9,47,0,4,43
gapenum2,188,5,1,25,1,17,2,0,4,53,0,4,52,0,4,50,0,9,47,0,4,43
gapenum1,189,5,1,34,6,80,4,0,8,53,0,4,52,0,5,45,0,8,43,0,9,41
gapenum2,189,5,1,34,1,17,2,0,8,53,0,4,52,0,5,45,0,8,43,0,9,41
gapenum1,190,5,1,38,7,91,4,0,9,58,0,9,45,0,5,44,0,8,44,0,7,40
gapenum2,190,5,1,38,1,21,2,0,9,58,0,9,45,0,5,44,0,8,44,0,7,40
gapenum1,191,5,1,38,6,80,4,0,8,56,0,8,42,0,5,41,0,9,41,0,8,40
gapenum2,191,5,1,38,1,17,2,0,8,56,0,8,42,0,5,41,0,9,41,0,8,40
gapenum1,192,5,1,35,7,91,4,0,8,57,0,7,54,0,6,51,0,6,42,0,8,42
gapenum2,192,5,1,35,1,21,2,0,8,57,0,7,54,0,6,51,0,6,42,0,8,42
gapenum1,193,5,1,31,6,75,4,0,6,57,0,9,56,0,7,55,0,5,52,0,4,41
gapenum2,193,5,1,31,2,26,2,0,6,57,0,9,56,0,7,55,0,5,52,0,4,41
gapenum1,194,5,1,29,6,80,3,0,8,54,0,5,51,0,5,49,0,6,46,0,5,44
gapenum2,194,5,1,29,1,17,2,0,8,54,0,5,51,0,5,49,0,6,46,0,5,44
gapenum1,195,5,1,33,7,78,4,0,5,59,0,9,59,0,4,54,0,7,45,0,8,43
gapenum2,195,5,1,33,1,20,2,0,5,59,0,9,59,0,4,54,0,7,45,0,8,43
gapenum1,196,5,1,33,6,64,3,0,7,58,0,9,58,0,4,53,0,5,53,0,8,40
gapenum2,196,5,1,33,2,23,2,0,7,58,0,9,58,0,4,53,0,5,53,0,8,40
gapenum1,197,5,1,27,6,80,4,0,5,53,0,4,51,0,5,51,0,6,45,0,7,45
gapenum2,197,5,1,27,1,17,2,0,5,53,0,4,51,0,5,51,0,6,45,0,7,45
gapenum1,198,5,1,36,6,80,3,0,8,52,0,7,49,0,7,46,0,8,46,0,6,41
gapenum2,198,5,1,36,1,17,2,0,8,52,0,7,49,0,7,46,0,8,46,0,6,41
gapenum1,199,5,1,35,6,69,3,0,6,58,0,8,58,0,9,51,0,5,49,0,7,49
gapenum2,199,5,1,35,1,16,2,0,6,58,0,8,58,0,9,51,0,5,49,0,7,49
gapenum1,200,5,1,27,6,80,4,0,4,47,0,5,46,0,9,45,0,5,43,0,4,42
gapenum2,200,5,1,27,1,17,2,0,4,47,0,5,46,0,9,45,0,5,43,0,4,42
gapenum1,201,5,1,37,7,91,4,0,7,58,0,9,53,0,5,51,0,9,46,0,7,40
gapenum2,201,5,1,37,1,21,2,0,7,58,0,9,53,0,5,51,0,9,46,0,7,40
gapenum1,202,5,1,31,7,91,4,0,7,59,0,4,58,0,6,58,0,6,48,0,8,40
gapenum2,202,5,1,31,2,26,2,0,7,59,0,4,58,0,6,58,0,6,48,0,8,40
gapenum1,203,5,1,33,7,91,4,0,9,59,0,6,58,0,9,52,0,4,47,0,5,42
gapenum2,203,5,1,33,2,26,2,0,9,59,0,6,58,0,9,52,0,4,47,0,5,42
gapenum1,204,5,1,29,5,59,3,0,6,58,0,4,55,0,5,54,0,7,54,0,7,53
gapenum2,204,5,1,29,1,13,2,0,6,58,0,4,55,0,5,54,0,7,54,0,7,53
gapenum1,205,5,1,35,7,91,4,0,9,59,0,7,48,0,5,47,0,7,46,0,7,43
gapenum2,205,5,1,35,1,21,2,0,9,59,0,7,48,0,5,47,0,7,46,0,7,43
gapenum1,206,5,1,30,6,80,4,0,5,49,0,4,46,0,6,44,0,8,43,0,7,40
gapenum2,206,5,1,30,1,17,2,0,5,49,0,4,46,0,6,44,0,8,43,0,7,40
gapenum1,207,5,1,38,6,75,4,0,9,57,0,9,55,0,9,53,0,5,51,0,6,46
gapenum2,207,5,1,38,1,17,2,0,9,57,0,9,55,0,9,53,0,5,51,0,6,46
gapenum1,208,5,1,36,6,80,3,0,9,54,0,8,52,0,6,51,0,8,46,0,5,45
gapenum2,208,5,1,36,1,17,2,0,9,54,0,8,52,0,6,51,0,8,46,0,5,45
gapenum1,209,5,1,28,7,86,4,0,5,56,0,7,52,0,4,47,0,8,42,0,4,40
gapenum2,209,5,1,28,1,21,2,0,5,56,0,7,52,0,4,47,0,8,42,0,4,40
gapenum1,210,5,1,37,7,91,4,0,7,58,0,9,55,0,8,51,0,5,47,0,8,43
gapenum2,210,5,1,37,1,21,2,0,7,58,0,9,55,0,8,51,0,5,47,0,8,43
gapenum1,211,5,1,36,6,80,4,0,9,52,0,5,50,0,8,46,0,8,45,0,6,41
gapenum2,211,5,1,36,1,17,2,0,9,52,0,5,50,0,8,46,0,8,45,0,6,41
gapenum1,212,5,1,30,6,80,3,0,6,53,0,5,52,0,6,52,0,5,49,0,8,42
gapenum2,212,5,1,30,1,17,2,0,6,53,0,5,52,0,6,52,0,5,49,0,8,42
gapenum1,213,5,1,33,6,69,3,0,5,59,0,8,59,0,6,57,0,9,53,0,5,40
gapenum2,213,5,1,33,2,23,2,0,5,59,0,8,59,0,6,57,0,9,53,0,5,40
gapenum1,214,5,1,32,7,91,4,0,9,59,0,6,54,0,5,51,0,8,47,0,4,40
gapenum2,214,5,1,32,2,32,2,0,9,59,0,6,54,0,5,51,0,8,47,0,4,40
gapenum1,215,5,1,31,7,91,4,0,7,57,0,4,45,0,5,42,0,7,41,0,8,40
gapenum2,215,5,1,31,1,21,2,0,7,57,0,4,45,0,5,42,0,7,41,0,8,40
gapenum1,216,5,1,36,6,80,4,0,7,59,0,6,51,0,5,50,0,9,50,0,9,44
gapenum2,216,5,1,36,1,17,2,0,7,59,0,6,51,0,5,50,0,9,50,0,9,44
gapenum1,217,5,1,33,6,75,3,0,6,59,0,7,55,0,5,47,0,7,45,0,8,44
gapenum2,217,5,1,33,1,17,2,0,6,59,0,7,55,0,5,47,0,7,45,0,8,44
gapenum1,218,5,1,29,5,59,3,0,7,53,0,4,52,0,5,52,0,6,49,0,7,48
gapenum2,218,5,1,29,1,13,2,0,7,53,0,4,52,0,5,52,0,6,49,0,7,48
gapenum1,219,5,1,30,6,80,4,0,6,56,0,6,50,0,7,50,0,7,50,0,4,47
gapenum2,219,5,1,30,1,17,2,0,6,56,0,6,50,0,7,50,0,7,50,0,4,47
gapenum1,220,5,1,36,6,80,4,0,8,58,0,4,57,0,6,55,0,9,53,0,9,41
gapenum2,220,5,1,36,2,26,2,0,8,58,0,4,57,0,6,55,0,9,53,0,9,41
gapenum1,221,5,1,31,6,80,4,0,7,57,0,4,54,0,5,50,0,8,50,0,7,43
gapenum2,221,5,1,31,1,17,2,0,7,57,0,4,54,0,5,50,0,8,50,0,7,43
gapenum1,222,5,1,28,6,80,4,0,4,49,0,5,43,0,6,43,0,6,41,0,7,41
gapenum2,222,5,1,28,1,17,2,0,4,49,0,5,43,0,6,43,0,6,41,0,7,41
gapenum1,223,5,1,33,6,80,4,0,9,53,0,8,49,0,4,45,0,7,45,0,5,43
gapenum2,223,5,1,33,1,17,2,0,9,53,0,8,49,0,4,45,0,7,45,0,5,43
gapenum1,224,5,1,38,6,80,3,0,8,54,0,7,50,0,9,48,0,7,46,0,7,45
gapenum2,224,5,1,38,1,17,2,0,8,54,0,7,50,0,9,48,0,7,46,0,7,45
gapenum1,225,5,1,32,6,80,4,0,9,51,0,5,49,0,5,45,0,6,43,0,7,43
gapenum2,225,5,1,32,1,17,2,0,9,51,0,5,49,0,5,45,0,6,43,0,7,43
gapenum1,226,5,1,36,7,78,4,0,6,58,0,8,58,0,8,52,0,7,49,0,7,42
gapenum2,226,5,1,36,1,20,2,0,6,58,0,8,58,0,8,52,0,7,49,0,7,42
gapenum1,227,5,1,31,7,91,4,0,7,55,0,9,52,0,7,50,0,4,42,0,4,40
gapenum2,227,5,1,31,2,26,2,0,7,55,0,9,52,0,7,50,0,4,42,0,4,40
gapenum1,228,5,1,31,6,75,4,0,4,59,0,6,53,0,5,50,0,8,48,0,8,43
gapenum2,228,5,1,31,1,17,2,0,4,59,0,6,53,0,5,50,0,8,48,0,8,43
gapenum1,229,5,1,33,7,91,4,0,8,59,0,6,54,0,7,50,0,8,48,0,4,45
gapenum2,229,5,1,33,1,21,2,0,8,59,0,6,54,0,7,50,0,8,48,0,4,45
gapenum1,230,5,1,28,7,91,4,0,7,57,0,4,56,0,4,54,0,4,44,0,9,41
gapenum2,230,5,1,28,1,21,2,0,7,57,0,4,56,0,4,54,0,4,44,0,9,41
gapenum1,231,5,1,25,7,91,4,0,5,57,0,5,50,0,4,47,0,6,47,0,5,45
gapenum2,231,5,1,25,1,21,2,0,5,57,0,5,50,0,4,47,0,6,47,0,5,45
gapenum1,232,5,1,35,7,91,4,0,7,56,0,7,51,0,8,48,0,7,46,0,6,42
gapenum2,232,5,1,35,1,21,2,0,7,56,0,7,51,0,8,48,0,7,46,0,6,42
gapenum1,233,5,1,38,6,80,4,0,9,57,0,5,48,0,7,48,0,9,46,0,8,44
gapenum2,233,5,1,38,1,17,2,0,9,57,0,5,48,0,7,48,0,9,46,0,8,44
gapenum1,234,5,1,30,5,59,3,0,6,57,0,9,56,0,6,55,0,4,53,0,5,53
gapenum2,234,5,1,30,1,13,2,0,6,57,0,9,56,0,6,55,0,4,53,0,5,53
gapenum1,235,5,1,30,7,91,4,0,5,59,0,5,56,0,7,49,0,5,45,0,8,42
gapenum2,235,5,1,30,1,21,2,0,5,59,0,5,56,0,7,49,0,5,45,0,8,42
gapenum1,236,5,1,32,6,69,3,0,5,51,0,8,51,0,6,42,0,4,40,0,9,40
gapenum2,236,5,1,32,1,16,2,0,5,51,0,8,51,0,6,42,0,4,40,0,9,40
gapenum1,237,5,1,31,6,80,3,0,7,51,0,6,49,0,7,48,0,6,45,0,5,41
gapenum2,237,5,1,31,1,17,2,0,7,51,0,6,49,0,7,48,0,6,45,0,5,41
gapenum1,238,5,1,38,6,80,4,0,9,57,0,5,50,0,9,48,0,6,45,0,9,44
gapenum2,238,5,1,38,1,17,2,0,9,57,0,5,50,0,9,48,0,6,45,0,9,44
gapenum1,239,5,1,29,7,91,4,0,4,57,0,8,48,0,8,47,0,4,46,0,5,43
gapenum2,239,5,1,29,1,21,2,0,4,57,0,8,48,0,8,47,0,4,46,0,5,43
gapenum1,240,5,1,36,7,91,4,0,9,55,0,9,53,0,4,51,0,7,44,0,7,40
gapenum2,240,5,1,36,1,21,2,0,9,55,0,9,53,0,4,51,0,7,44,0,7,40
gapenum1,241,5,1,29,7,91,4,0,7,54,0,4,49,0,5,48,0,8,45,0,5,40
gapenum2,241,5,1,29,1,21,2,0,7,54,0,4,49,0,5,48,0,8,45,0,5,40
gapenum1,242,5,1,29,6,80,3,0,7,58,0,5,51,0,4,49,0,4,48,0,9,47
gapenum2,242,5,1,29,1,17,2,0,7,58,0,5,51,0,4,49,0,4,48,0,9,47
gapenum1,243,5,1,37,6,80,3,0,8,57,0,4,52,0,9,52,0,7,47,0,9,44
gapenum2,243,5,1,37,1,17,2,0,8,57,0,4,52,0,9,52,0,7,47,0,9,44
gapenum1,244,5,1,33,7,91,4,0,9,59,0,5,55,0,7,52,0,8,49,0,4,44
gapenum2,244,5,1,33,2,32,2,0,9,59,0,5,55,0,7,52,0,8,49,0,4,44
gapenum1,245,5,1,39,7,91,4,0,9,55,0,9,54,0,7,53,0,9,45,0,5,40
gapenum2,245,5,1,39,1,21,2,0,9,55,0,9,54,0,7,53,0,9,45,0,5,40
gapenum1,246,5,1,34,7,91,4,0,6,58,0,8,55,0,7,46,0,6,44,0,7,40
gapenum2,246,5,1,34,1,21,2,0,6,58,0,8,55,0,7,46,0,6,44,0,7,40
gapenum1,247,5,1,32,7,91,4,0,4,59,0,8,56,0,5,50,0,6,45,0,9,43
gapenum2,247,5,1,32,1,21,2,0,4,59,0,8,56,0,5,50,0,6,45,0,9,43
gapenum1,248,5,1,33,5,50,3,0,4,53,0,9,53,0,6,49,0,7,47,0,7,47
gapenum2,248,5,1,33,1,12,2,0,4,53,0,9,53,0,6,49,0,7,47,0,7,47
gapenum1,249,5,1,31,6,80,4,0,5,56,0,6,54,0,5,53,0,8,49,0,7,48
gapenum2,249,5,1,31,1,17,2,0,5,56,0,6,54,0,5,53,0,8,49,0,7,48
gapenum1,250,5,1,35,7,91,4,0,8,58,0,5,55,0,9,47,0,6,44,0,7,43
gapenum2,250,5,1,35,1,21,2,0,8,58,0,5,55,0,9,47,0,6,44,0,7,43
gapenum1,251,5,1,33,6,80,3,0,9,54,0,4,53,0,8,47,0,7,46,0,5,45
gapenum2,251,5,1,33,1,17,2,0,9,54,0,4,53,0,8,47,0,7,46,0,5,45
gapenum1,252,5,1,30,5,56,3,0,6,59,0,4,58,0,6,58,0,6,53,0,8,51
gapenum2,252,5,1,30,1,13,2,0,6,59,0,4,58,0,6,58,0,6,53,0,8,51
gapenum1,253,5,1,28,6,80,4,0,5,58,0,5,56,0,7,56,0,5,49,0,6,49
gapenum2,253,5,1,28,1,17,2,0,5,58,0,5,56,0,7,56,0,5,49,0,6,49
gapenum1,254,5,1,34,5,59,3,0,5,54,0,5,52,0,8,50,0,7,48,0,9,47
gapenum2,254,5,1,34,1,13,2,0,5,54,0,5,52,0,8,50,0,7,48,0,9,47
gapenum1,255,5,1,25,5,47,3,0,5,51,0,6,51,0,4,50,0,4,48,0,6,45
gapenum2,255,5,1,25,1,12,2,0,5,51,0,6,51,0,4,50,0,4,48,0,6,45
gapenum1,256,5,1,32,7,91,4,0,9,58,0,6,55,0,7,55,0,5,52,0,5,43
gapenum2,256,5,1,32,2,32,2,0,9,58,0,6,55,0,7,55,0,5,52,0,5,43
gapenum1,257,5,1,31,7,91,4,0,6,59,0,4,49,0,7,49,0,5,48,0,9,41
gapenum2,257,5,1,31,1,21,2,0,6,59,0,4,49,0,7,49,0,5,48,0,9,41
gapenum1,258,5,1,35,6,69,4,0,4,52,0,8,52,0,6,49,0,9,44,0,8,41
gapenum2,258,5,1,35,1,16,2,0,4,52,0,8,52,0,6,49,0,9,44,0,8,41
gapenum1,259,5,1,32,7,91,4,0,4,58,0,7,56,0,8,45,0,8,43,0,5,41
gapenum2,259,5,1,32,1,21,2,0,4,58,0,7,56,0,8,45,0,8,43,0,5,41
gapenum1,260,5,1,32,7,91,4,0,8,58,0,5,52,0,4,51,0,6,51,0,9,42
gapenum2,260,5,1,32,1,21,2,0,8,58,0,5,52,0,4,51,0,6,51,0,9,42
gapenum1,261,5,1,40,6,75,4,0,9,57,0,9,52,0,8,49,0,5,48,0,9,43
gapenum2,261,5,1,40,1,17,2,0,9,57,0,9,52,0,8,49,0,5,48,0,9,43
gapenum1,262,5,1,31,6,80,3,0,8,49,0,4,48,0,9,46,0,4,45,0,6,42
gapenum2,262,5,1,31,1,17,2,0,8,49,0,4,48,0,9,46,0,4,45,0,6,42
gapenum1,263,5,1,35,6,80,4,0,7,58,0,4,52,0,9,52,0,8,50,0,7,49
gapenum2,263,5,1,35,1,17,2,0,7,58,0,4,52,0,9,52,0,8,50,0,7,49
gapenum1,264,5,1,32,6,69,4,0,4,58,0,6,58,0,7,56,0,7,55,0,8,47
gapenum2,264,5,1,32,1,16,2,0,4,58,0,6,58,0,7,56,0,7,55,0,8,47
gapenum1,265,5,1,31,7,91,4,0,9,55,0,5,52,0,6,49,0,5,42,0,6,41
gapenum2,265,5,1,31,1,21,2,0,9,55,0,5,52,0,6,49,0,5,42,0,6,41
gapenum1,266,5,1,30,6,60,3,0,5,52,0,6,52,0,9,52,0,6,50,0,4,42
gapenum2,266,5,1,30,2,20,2,0,5,52,0,6,52,0,9,52,0,6,50,0,4,42
gapenum1,267,5,1,37,6,80,4,0,6,53,0,7,48,0,7,48,0,9,44,0,8,41
gapenum2,267,5,1,37,1,17,2,0,6,53,0,7,48,0,7,48,0,9,44,0,8,41
gapenum1,268,5,1,34,6,80,4,0,8,52,0,8,51,0,4,47,0,8,42,0,6,41
gapenum2,268,5,1,34,1,17,2,0,8,52,0,8,51,0,4,47,0,8,42,0,6,41
gapenum1,269,5,1,28,7,91,4,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gapenum2,269,5,1,28,1,21,2,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gapenum1,270,5,1,34,7,91,4,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gapenum2,270,5,1,34,1,21,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gapenum1,271,5,1,32,7,91,4,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gapenum2,271,5,1,32,1,21,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gapenum1,272,5,1,33,7,91,6,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gapenum2,272,5,1,33,1,21,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gapenum1,273,5,1,31,7,91,4,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gapenum2,273,5,1,31,1,21,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gapenum1,274,5,1,39,6,80,4,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gapenum2,274,5,1,39,1,17,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gapenum1,275,5,1,28,7,91,4,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gapenum2,275,5,1,28,1,21,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gapenum1,276,5,1,32,6,80,3,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gapenum2,276,5,1,32,1,17,2,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gapenum1,277,5,1,29,6,75,3,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gapenum2,277,5,1,29,1,17,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gapenum1,278,5,1,34,7,78,4,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
